observed,predicted,sd
0.0404030814161624,0.04393661551115078,0.006016401610970416
0.0047033045520241,0.017588630848466843,0.008046329194904748
0.0212191684963178,0.020421812825452166,0.007161122561507053
0.0109645310975045,0.018511222764987387,0.005528983951111684
0.3841583522183129,0.38222718201260963,0.004170816820327059
0.248274981009351,0.24733368204284045,0.004617994245594911
0.050131037351675,0.04302706264130799,0.006481407032771794
0.4207964580224564,0.4201202516860416,0.004129042721986187
0.1696712240909134,0.16512252832189397,0.006205212628971672
0.2275790994497483,0.22907466930661263,0.0034677119414686887
0.0937439398052716,0.07594824902866198,0.008518380824228738
0.1557576616559168,0.15135866733458742,0.0042278766339500845
0.187426339051323,0.18697415661428668,0.00532048909791559
0.0506045581080658,0.05404764983377465,0.0035685391548829705
0.1636785883421575,0.16903847877205688,0.006193438360998876
0.1362999446184772,0.12969360917894426,0.00889392169256165
0.2518586719463822,0.25575321569880705,0.002368684908940038
0.3133592302785079,0.3104428207788753,0.008003419728441397
0.1193604984359226,0.12136279717081044,0.0023386589529910606
0.2010637527058497,0.20381240852360075,0.011803783574492657
0.2282875704373251,0.21922507583241843,0.0038680229004253177
0.2731394865977333,0.2721249937076482,0.0059776381211507955
0.2212352429541072,0.22285197285324077,0.004817727966332459
0.4180617661357709,0.4167101714160655,0.002568136340758807
0.246286759237081,0.24726188995887394,0.003987865797286509
0.3103151634028082,0.3071942874375249,0.005074019215574678
0.209747483166564,0.20664747349041646,0.003406489304483729
0.3447806239061543,0.3519280381166962,0.00324318109459612
0.331065044538948,0.3325693560896773,0.0026620980788982134
0.0400334351754002,0.045104537560712275,0.006487692686835052
0.1117688032759455,0.11175369329089402,0.004833927900780931
0.3825393043007721,0.3837639106551479,0.00555008582394478
0.1204687870706588,0.12045441370428918,0.007680886490810652
0.0401344268416035,0.04411979733216,0.004892343422161034
0.2436488945128291,0.24404367675366795,0.0026908297826277587
0.1540623688738856,0.15411897084174891,0.002340319108539832
0.46239623288339,0.45999099476046795,0.0035878637775818177
0.1810728867895113,0.17912859606090464,0.006958056073837861
0.329497720111425,0.329359756736104,0.005858555183502958
0.2421860498169384,0.24003071569055717,0.00793685213664731
0.3425966501556844,0.34482587836815565,0.0012480741253626773
0.0243683796087871,0.02749903529070844,0.005337108969561931
0.1773833389250788,0.1678105496583279,0.010878675360895734
0.1981152778666871,0.16474084087053292,0.01672118008214605
0.1126525475402623,0.11501271278563396,0.0034595990726253396
