zone,systematic_id,log2_ratio,sd_log2,n_samples
colon,YKL157W,0.348,0.4495,5
colon,YKL158W,0.1408,0.1057,5
colon,YKL159C,0.0528,0.262,5
colon,YKL160W,0.0362,0.2185,5
colon,YKL161C,0.426,0.2627,5
colon,YKL162C,0.5482,0.4987,5
colon,YKL163W,0.0632,0.1754,5
colon,YKL164C,-0.0802,0.2553,5
colon,YKL165C,-0.3448,0.295,5
colon,YKL166C,0.1527,0.1435,5
colon,YKL167C,0.3738,0.5295,5
colon,YKL168C,0.2888,0.3656,5
colon,YKL169C,-0.1252,0.1846,5
colon,YKL170W,0.0474,0.155,5
colon,YKL171W,-0.0766,0.1176,5
colon,YKL172W,-0.6444,1.1172,5
colon,YKL173W,-0.204,0.4034,5
colon,YKL174C,-0.2198,0.2612,5
colon,YKL175W,-0.0368,0.4203,5
colon,YKL176C,0.1096,0.1162,5
colon,YKL177W,0.0596,0.1859,5
colon,YKL178C,0.544,0.1921,5
colon,YKL179C,0.0238,0.3085,5
colon,YKL180W,-0.0716,0.582,5
colon,YKL181W,-0.4134,0.4058,5
colon,YKL182W,-0.2567,0.3132,5
colon,YKL183W,0.0354,0.1785,5
colon,YKL184W,0.7268,0.2989,5
colon,YKL185W,-0.5628,0.6229,5
colon,YKL186C,-0.0664,0.1802,5
colon,YKL187C,0.107,0.1944,5
colon,YKL188C,0.5108,0.5372,5
colon,YKL189W,0.1758,0.4597,5
colon,YKL190W,0.5168,0.2764,5
colon,YKL191W,-0.1732,0.3658,5
colon,YKL192C,0.1624,0.2642,5
colon,YKL193C,0.5186,0.5944,5
colon,YKL194C,0.1202,0.3449,5
colon,YKL195W,-0.1308,0.4964,5
colon,YKL196C,0.212,0.2336,5
colon,YKL197C,0.0466,0.1246,5
colon,YKL198C,0.4214,0.3408,5
colon,YKL199C,-0.2005,0.1,5
colon,YKL200C,0.5986,0.3821,5
colon,YKL201C,0.6478,0.2635,5
colon,YKL202W,0.7428,0.4162,5
colon,YKL203C,-0.0352,0.1929,5
colon,YKL204W,0.2316,0.3559,5
colon,YKL205W,-0.4562,0.3651,5
colon,YKL206C,0.1992,0.3071,5
colon,YKL207W,0.2628,0.8247,5
colon,YKL208W,0.3738,0.2184,5
colon,YKL209C,-0.343,0.235,5
colon,YKL210W,0.2396,0.4538,5
colon,YKL211C,-0.0732,0.1917,5
colon,YKL212W,-0.1536,0.2687,5
colon,YKL213C,-0.0234,0.4052,5
colon,YKL214C,-0.1046,0.1462,5
colon,YKL215C,-0.2379,0.2446,5
colon,YKL216W,-0.5218,0.7895,5
colon,YKL217W,-0.0112,0.1015,5
colon,YKL218C,0.1682,0.172,5
colon,YKL219W,0.046,0.2268,5
colon,YKL220C,0.1726,0.2882,5
colon,YKL221W,0.0606,0.1236,5
colon,YKL222C,-0.2345,0.1412,5
colon,YKL223W,-0.1104,0.1619,5
colon,YKL224C,-0.1588,0.1636,5
colon,YKL225W,-0.0936,0.2516,5
colon,YKR001C,0.1482,0.1366,5
colon,YKR002W,0.3746,0.1751,5
colon,YKR003W,0.156,0.3527,5
colon,YKR004C,0.2012,0.1812,5
colon,YKR005C,0.2772,0.3149,5
colon,YKR006C,-0.1686,0.1309,5
colon,YKR007W,-0.1144,0.1595,5
colon,YKR008W,0.0348,0.137,5
colon,YKR009C,0.4548,0.2398,5
colon,YKR010C,-0.0484,0.2235,5
colon,YKR011C,1.1722,1.2626,5
colon,YKR012C,-0.0845,0.1596,5
colon,YKR013W,-0.1382,0.4275,5
colon,YKR014C,0.128,0.2314,5
colon,YKR015C,0.1378,0.2882,5
colon,YKR016W,0.1004,0.2823,5
colon,YKR017C,0.0864,0.2146,5
colon,YKR018C,-0.1088,0.1478,5
colon,YKR019C,0.0978,0.1248,5
colon,YKR020W,-0.1028,0.2017,5
colon,YKR021W,-0.0046,0.2492,5
colon,YKR022C,0.0874,0.2358,5
colon,YKR023W,0.1922,0.2387,5
colon,YKR024C,-0.3718,0.5233,5
colon,YKR025W,-0.3322,0.2907,5
colon,YKR026C,-0.1246,0.4949,5
colon,YKR027W,0.366,0.3923,5
colon,YKR028W,-0.0442,0.3426,5
colon,YKR029C,0.253,0.2154,5
colon,YKR030W,0.0361,0.1782,5
colon,YKR031C,0.176,0.1861,5
colon,YKR032W,-0.12,0.1803,5
colon,YKR033C,0.1746,0.246,5
colon,YKR034W,0.0696,0.2003,5
colon,YKR035C,-0.0114,0.2977,5
colon,YKR036C,-0.2108,0.1871,5
colon,YKR037C,-0.0148,0.1436,5
colon,YKR038C,0.0466,0.1,5
colon,YKR039W,0.0176,0.2649,5
colon,YKR040C,-0.0217,0.121,5
colon,YKR041W,0.138,0.1084,5
colon,YKR042W,-0.1302,0.223,5
colon,YKR043C,-0.4256,0.3039,5
colon,YKR044W,-0.1532,0.1086,5
colon,YKR045C,-0.0914,0.1394,5
colon,YKR046C,0.131,0.349,5
colon,YKR047W,-0.5638,0.1926,5
colon,YKR048C,-0.0368,0.1911,5
colon,YKR049C,0.1674,0.1806,5
colon,YKR050W,0.004,0.1,5
colon,YKR051W,0.3478,0.2713,5
colon,YKR052C,-0.0372,0.1043,5
colon,YKR053C,0.4104,0.2037,5
colon,YKR054C,-0.2017,0.1,5
colon,YKR055W,0.2234,0.1876,5
colon,YKR056W,-0.9396,1.175,5
colon,YKR057W,-0.213,0.5267,5
colon,YKR058W,0.1584,0.2049,5
colon,YKR059W,-0.1246,0.4755,5
colon,YKR060W,-0.327,0.3435,5
colon,YKR061W,0.105,0.328,5
colon,YKR062W,0.1842,0.3068,5
colon,YKR063C,-0.0014,0.2055,5
colon,YKR064W,0.017,0.1873,5
colon,YKR065C,0.0206,0.1956,5
colon,YKR066C,0.3278,0.1395,5
colon,YKR067W,0.1252,0.4215,5
colon,YKR068C,0.1556,0.1545,5
colon,YKR069W,0.0658,0.1845,5
colon,YKR070W,-0.0966,0.2514,5
colon,YKR071C,0.0586,0.125,5
colon,YKR072C,-0.2294,0.1596,5
colon,YKR073C,-0.058,0.1475,5
colon,YKR074W,-0.2144,0.1945,5
colon,YKR075C,0.2358,0.442,5
colon,YKR076W,0.5498,0.4116,5
colon,YKR077W,0.1496,0.1416,5
colon,YKR078W,-0.0438,0.1523,5
colon,YKR079C,-0.124,0.2684,5
colon,YKR080W,0.1182,0.6805,5
colon,YKR081C,-0.6528,1.0438,5
colon,YKR082W,-0.2514,0.1321,5
colon,YKR083C,-0.1582,0.1933,5
colon,YKR084C,0.2146,0.2624,5
colon,YKR085C,-0.3308,0.139,5
colon,YKR086W,0.1706,0.273,5
colon,YKR087C,-0.11,0.2512,5
colon,YKR088C,-0.129,0.1884,5
colon,YKR089C,0.0564,0.3649,5
colon,YKR090W,-0.2778,0.1894,5
colon,YKR091W,-0.0884,0.1371,5
colon,YKR092C,-0.7242,0.5727,5
colon,YKR093W,-0.0991,0.2775,5
colon,YKR094C,-0.3238,0.4445,5
colon,YKR095W,-0.1807,0.1,5
colon,YKR096W,0.0188,0.2472,5
colon,YKR097W,0.1418,0.1518,5
colon,YKR098C,0.5448,0.4977,5
colon,YKR099W,-0.2046,0.34,5
colon,YKR100C,-0.038,0.1,5
colon,YKR101W,0.1004,0.239,5
colon,YKR102W,-0.0055,0.1321,5
colon,YKR103W,-0.1374,0.1338,5
colon,YKR104W,-0.0033,0.1448,5
colon,YKR105C,0.0408,0.1794,5
colon,YKR106W,0.3635,0.3263,5
colon,YLL001W,0.3774,0.3145,5
colon,YLL002W,0.049,0.2228,5
colon,YLL003W,-0.0152,0.1431,5
colon,YLL004W,-0.3036,0.2517,5
colon,YLL005C,0.0032,0.1871,5
colon,YLL006W,-0.1698,0.2337,5
colon,YLL007C,-0.06,0.2312,5
colon,YLL008W,-0.653,0.7575,5
colon,YLL009C,0.0016,0.1285,5
colon,YLL010C,-0.0782,0.1,5
colon,YLL011W,-0.4452,0.6057,5
colon,YLL012W,0.002,0.1234,5
colon,YLL013C,-0.1246,0.2288,5
colon,YLL014W,-0.169,0.1691,5
colon,YLL015W,-0.0238,0.1834,5
colon,YLL016W,0.1252,0.2209,5
colon,YLL017W,0.1928,0.1957,5
colon,YLL018C,-0.0665,0.2315,5
colon,YLL019C,0.2107,0.2616,5
colon,YLL020C,0.2204,0.303,5
colon,YLL021W,0.0528,0.6674,5
colon,YLL022C,-0.035,0.2387,5
colon,YLL023C,0.8766,0.8428,5
colon,YLL024C,-0.2788,0.3192,5
colon,YLL025W,0.1506,0.1507,5
colon,YLL026W,0.8794,1.3265,5
colon,YLL027W,-0.0368,0.2093,5
colon,YLL028W,-0.0576,0.2203,5
colon,YLL029W,0.108,0.1475,5
colon,YLL030C,-0.2078,0.2401,5
colon,YLL031C,-0.0914,0.1267,5
colon,YLL032C,-0.2291,0.1993,5
colon,YLL033W,0.057,0.1,5
colon,YLL034C,-0.3913,0.4841,5
colon,YLL035W,-0.3962,0.3734,5
colon,YLL036C,-0.1686,0.2616,5
colon,YLL037W,-0.3252,0.1466,5
colon,YLL038C,0.166,0.4985,5
colon,YLL039C,0.5315,0.4193,5
colon,YLL040C,-0.1473,0.1,5
colon,YLL041C,0.1902,0.2023,5
colon,YLL042C,-0.1688,0.1,5
colon,YLL043W,0.0136,0.1605,5
colon,YLL044W,-0.5826,0.6149,5
colon,YLL045C,-0.4944,0.7897,5
colon,YLL046C,0.2368,0.2143,5
colon,YLL047W,0.176,0.1,5
colon,YLL048C,-0.2647,0.2633,5
colon,YLL049W,0.063,0.1385,5
colon,YLL050C,0.109,0.1454,5
colon,YLL051C,-0.0406,0.2063,5
colon,YLL052C,-0.1248,0.2239,5
colon,YLL053C,-0.0426,0.2855,5
colon,YLL054C,-0.2924,0.3971,5
colon,YLL055W,0.1178,0.2896,5
colon,YLL056C,-0.0368,0.2557,5
colon,YLL057C,-0.007,0.2651,5
colon,YLL058W,0.423,0.2736,5
colon,YLL059C,-0.1066,0.2333,5
colon,YLL060C,-0.0134,0.2516,5
colon,YLL061W,0.1464,0.3488,5
colon,YLL062C,-0.0474,0.6877,5
colon,YLL063C,0.3052,0.3484,5
colon,YLL064C,-0.0496,0.1308,5
colon,YLL065W,0.2412,0.3101,5
colon,YLL066C,-0.2628,0.174,5
colon,YLL067C,-0.2332,0.1894,5
colon,YLR001C,0.3152,0.2928,5
colon,YLR002C,-0.4206,0.7652,5
colon,YLR003C,-0.707,0.8101,5
colon,YLR004C,0.1834,0.1345,5
colon,YLR005W,0.3102,0.3398,5
colon,YLR006C,0.312,0.4808,5
colon,YLR007W,-0.0533,0.234,5
colon,YLR008C,-0.363,0.1308,5
colon,YLR009W,-0.8572,0.9076,5
colon,YLR010C,-0.3128,0.1594,5
colon,YLR011W,-0.0666,0.1534,5
colon,YLR012C,-0.1076,0.1327,5
colon,YLR013W,-0.0758,0.1831,5
colon,YLR014C,-0.0764,0.2364,5
colon,YLR015W,-0.2606,0.4439,5
colon,YLR016C,-0.1996,0.2282,5
colon,YLR017W,-0.2488,0.4062,5
colon,YLR018C,-0.1958,0.1949,5
colon,YLR019W,-0.1806,0.1686,5
colon,YLR020C,-0.0966,0.1942,5
colon,YLR021W,-0.3514,0.1892,5
colon,YLR022C,-0.2764,0.1067,5
colon,YLR023C,0.3742,0.4362,5
colon,YLR024C,-0.1325,0.1646,5
colon,YLR025W,-0.0266,0.4671,5
colon,YLR026C,-0.0246,0.1705,5
colon,YLR027C,-0.2728,0.4069,5
colon,YLR028C,0.0524,0.3951,5
colon,YLR029C,-0.497,0.6641,5
colon,YLR030W,0.3886,0.207,5
colon,YLR031W,0.4275,0.5264,5
colon,YLR032W,-0.157,0.1756,5
colon,YLR033W,-0.1302,0.1,5
colon,YLR034C,-0.007,0.3056,5
colon,YLR035C,0.2326,0.2784,5
colon,YLR036C,-0.2066,0.1,5
colon,YLR037C,-0.0508,0.1465,5
colon,YLR038C,0.0114,0.1852,5
colon,YLR039C,-0.0678,0.2426,5
colon,YLR040C,0.2888,0.2211,5
colon,YLR041W,0.12,0.2067,5
colon,YLR042C,1.2304,0.979,5
colon,YLR043C,0.1208,0.1,5
colon,YLR044C,-0.0194,0.5528,5
colon,YLR045C,-0.2248,0.3632,5
colon,YLR046C,0.4438,0.2806,5
colon,YLR047C,0.172,0.2373,5
colon,YLR048W,-0.3912,0.6951,5
colon,YLR049C,-0.0266,0.4491,5
colon,YLR050C,-0.1202,0.1698,5
colon,YLR051C,-0.414,0.8596,5
colon,YLR052W,0.098,0.1,5
colon,YLR053C,0.063,0.2242,5
colon,YLR054C,0.4456,0.3921,5
colon,YLR055C,0.08,0.2767,5
colon,YLR056W,-0.6394,0.5634,5
colon,YLR057W,0.0452,0.1971,5
colon,YLR058C,-0.25,0.8485,5
colon,YLR059C,-0.1238,0.135,5
colon,YLR060W,-0.4148,0.3862,5
colon,YLR061W,0.072,0.2129,5
colon,YLR062C,-0.2798,0.5769,5
colon,YLR063W,-0.2528,0.3764,5
colon,YLR064W,-0.179,0.1837,5
colon,YLR065C,0.1308,0.2489,5
colon,YLR066W,-0.2498,0.2031,5
colon,YLR067C,-0.5635,0.5216,5
colon,YLR068W,-0.405,0.5231,5
colon,YLR069C,-0.055,0.2704,5
colon,YLR070C,0.3036,0.2563,5
colon,YLR071C,-0.1094,0.2209,5
colon,YLR072W,0.0302,0.1326,5
colon,YLR073C,-0.105,0.2889,5
colon,YLR074C,-0.1676,0.2995,5
colon,YLR075W,-0.2018,0.4081,5
colon,YLR076C,-0.1922,0.2969,5
colon,YLR077W,-0.0632,0.1631,5
colon,YLR078C,0.017,0.1,5
colon,YLR079W,-0.0808,0.1422,5
colon,YLR080W,0.4752,0.5502,5
colon,YLR081W,0.2844,0.4813,5
colon,YLR082C,0.1608,0.2528,5
colon,YLR083C,-0.531,0.5762,5
colon,YLR084C,-1.487,0.25,5
colon,YLR085C,-0.0092,0.1,5
colon,YLR086W,-0.0364,0.52,5
colon,YLR087C,-0.1768,0.1516,5
colon,YLR088W,-0.0242,0.2364,5
colon,YLR089C,0.6794,0.3965,5
colon,YLR090W,0.252,0.288,5
colon,YLR091W,-0.1788,0.1324,5
colon,YLR092W,0.0938,0.3089,5
colon,YLR093C,0.1956,0.389,5
colon,YLR094C,0.2634,0.312,5
colon,YLR095C,-0.0984,0.1232,5
colon,YLR096W,0.1186,0.1261,5
colon,YLR097C,0.0876,0.3633,5
colon,YLR098C,0.0752,0.236,5
colon,YLR099C,-0.0294,0.1865,5
colon,YLR100W,0.33,0.1584,5
colon,YLR101C,-0.0814,0.1204,5
colon,YLR102C,0.2008,0.16,5
colon,YLR103C,-0.2226,0.2553,5
colon,YLR104W,0.056,0.1,5
colon,YLR105C,-0.0548,0.1169,5
colon,YLR106C,-0.1841,0.1,5
colon,YLR107W,0.1776,0.4993,5
colon,YLR108C,0.7776,0.6981,5
colon,YLR109W,0.185,0.2784,5
colon,YLR110C,-0.3744,0.4655,5
colon,YLR111W,-0.1624,0.2554,5
colon,YLR112W,-0.1802,0.1585,5
colon,YLR113W,-0.0874,0.1491,5
colon,YLR114C,-0.1159,0.1,5
colon,YLR115W,-0.0932,0.3068,5
colon,YLR116W,0.2564,0.2879,5
colon,YLR117C,0.1224,0.2358,5
colon,YLR118C,0.2024,0.3052,5
colon,YLR119W,-0.025,0.2493,5
colon,YLR120C,0.5052,0.5476,5
colon,YLR121C,0.0837,0.1094,5
colon,YLR122C,-0.027,0.2014,5
colon,YLR123C,-0.1262,0.1006,5
colon,YLR124W,0.0636,0.115,5
colon,YLR125W,-0.1302,0.1681,5
colon,YLR126C,-0.0312,0.2078,5
colon,YLR127C,-0.173,0.1788,5
colon,YLR128W,0.2116,0.3056,5
colon,YLR129W,-0.5414,0.665,5
colon,YLR130C,-0.1634,0.1856,5
colon,YLR131C,-0.1123,0.1938,5
colon,YLR132C,0.3024,0.2332,5
colon,YLR133W,-0.0654,0.1266,5
colon,YLR134W,-0.0769,0.4562,5
colon,YLR135W,-0.0698,0.1,5
colon,YLR136C,0.0734,0.1329,5
colon,YLR137W,-0.196,0.1756,5
colon,YLR138W,-0.1468,0.2339,5
colon,YLR139C,-0.0828,0.1157,5
colon,YLR140W,0.0788,0.1275,5
colon,YLR141W,-0.1588,0.194,5
colon,YLR142W,0.2254,0.1538,5
colon,YLR143W,-0.2576,0.386,5
colon,YLR144C,0.3042,0.2673,5
colon,YLR145W,-0.1604,0.2787,5
colon,YLR146C,-0.0384,0.2654,5
colon,YLR147C,-0.0458,0.3585,5
colon,YLR148W,0.0326,0.2557,5
colon,YLR149C,1.1058,1.3071,5
colon,YLR150W,-0.3742,0.4119,5
colon,YLR151C,0.0456,0.5017,5
colon,YLR152C,0.4942,0.352,5
colon,YLR153C,-0.0842,0.4705,5
colon,YLR154C,-0.0542,0.3761,5
colon,YLR155C,-0.0558,0.1696,5
colon,YLR156W,-0.0272,0.292,5
colon,YLR157C,-0.0318,0.2602,5
colon,YLR158C,-0.0648,0.1858,5
colon,YLR159W,-0.086,0.1546,5
colon,YLR160C,-0.067,0.1216,5
colon,YLR161W,-0.0028,0.1324,5
colon,YLR162W,-0.167,0.2554,5
colon,YLR163C,0.1034,0.1822,5
colon,YLR164W,0.3338,0.1612,5
colon,YLR165C,0.3596,0.4643,5
colon,YLR166C,0.2808,0.1159,5
colon,YLR167W,-0.0752,0.381,5
colon,YLR168C,0.4364,0.4078,5
colon,YLR169W,-0.052,0.2287,5
colon,YLR170C,0.1588,0.3514,5
colon,YLR171W,0.0304,0.4254,5
colon,YLR172C,-0.151,0.4069,5
colon,YLR173W,0.3656,0.1911,5
colon,YLR174W,0.281,0.2883,5
colon,YLR175W,-0.7772,1.0367,5
colon,YLR176C,0.4688,0.2773,5
colon,YLR177W,0.372,0.4043,5
colon,YLR178C,0.6824,0.5354,5
colon,YLR179C,-0.3512,0.3213,5
colon,YLR180W,-0.302,0.763,5
colon,YLR181C,-0.1454,0.3154,5
colon,YLR182W,-0.2104,0.3105,5
colon,YLR183C,-0.5322,0.6942,5
colon,YLR184W,-0.0862,0.1596,5
colon,YLR185W,-0.385,0.5719,5
colon,YLR186W,-0.2052,0.5028,5
colon,YLR187W,0.078,0.1077,5
colon,YLR188W,0.172,0.3292,5
colon,YLR189C,0.079,0.2156,5
colon,YLR190W,0.009,0.2584,5
colon,YLR191W,0.0086,0.1746,5
colon,YLR192C,-0.1394,0.2375,5
colon,YLR193C,0.1882,0.2927,5
colon,YLR194C,0.0672,0.2297,5
colon,YLR195C,0.2634,0.187,5
colon,YLR196W,-0.7034,1.1227,5
colon,YLR197W,-0.4864,0.8404,5
colon,YLR198C,-0.324,0.76,5
colon,YLR199C,-0.1216,0.2002,5
colon,YLR200W,-0.0116,0.1,5
colon,YLR201C,0.3004,0.374,5
colon,YLR202C,-0.054,0.1828,5
colon,YLR203C,0.077,0.2676,5
colon,YLR204W,-0.0866,0.1,5
colon,YLR205C,0.0666,0.1328,5
colon,YLR206W,0.0344,0.1,5
colon,YLR207W,-0.0864,0.1213,5
colon,YLR208W,-0.2582,0.2468,5
colon,YLR209C,-0.0692,0.1025,5
colon,YLR210W,-0.2066,0.2089,5
colon,YLR211C,0.0218,0.3509,5
colon,YLR212C,0.2368,0.281,5
colon,YLR213C,0.1492,0.1797,5
colon,YLR214W,-0.708,0.9852,5
colon,YLR215C,0.032,0.1583,5
colon,YLR216C,0.024,0.5309,5
colon,YLR217W,-0.1236,0.403,5
colon,YLR218C,-0.1554,0.2761,5
colon,YLR219W,0.1478,0.2586,5
colon,YLR220W,0.0316,0.1613,5
colon,YLR221C,-0.6538,0.8448,5
colon,YLR222C,-0.69,0.9183,5
colon,YLR223C,-0.1702,0.1825,5
colon,YLR224W,0.3972,0.2984,5
colon,YLR225C,0.6166,0.8255,5
colon,YLR226W,0.157,0.2564,5
colon,YLR227C,0.0962,0.2229,5
colon,YLR228C,-0.0474,0.4294,5
colon,YLR229C,-0.0362,0.2043,5
colon,YLR230W,-0.064,0.1762,5
colon,YLR231C,0.2092,0.1925,5
colon,YLR232W,0.0034,0.2554,5
colon,YLR233C,-0.111,0.1543,5
colon,YLR234W,0.2192,0.3464,5
colon,YLR235C,-0.0618,0.1711,5
colon,YLR236C,0.0948,0.1231,5
colon,YLR237W,-0.0218,0.4162,5
colon,YLR238W,0.0838,0.3192,5
colon,YLR239C,0.168,0.2303,5
colon,YLR240W,0.1178,0.3329,5
colon,YLR241W,0.006,0.7622,5
colon,YLR242C,0.052,0.1479,5
colon,YLR243W,-0.1868,0.3916,5
colon,YLR244C,-0.0298,0.1302,5
colon,YLR245C,-0.0188,0.2188,5
colon,YLR246W,0.3798,0.1917,5
colon,YLR247C,0.0704,0.2558,5
colon,YLR248W,0.1264,0.2116,5
colon,YLR249W,-0.0738,0.479,5
colon,YLR250W,0.568,0.3165,5
colon,YLR251W,0.4564,0.9814,5
colon,YLR252W,1.1668,1.1704,5
colon,YLR253W,0.0764,0.2773,5
colon,YLR254C,0.0498,0.3969,5
colon,YLR255C,-0.0368,0.1835,5
colon,YLR256W,0.2039,0.1094,5
colon,YLR257W,0.0038,0.2538,5
colon,YLR258W,1.6752,1.1148,5
colon,YLR259C,-0.3682,0.1295,5
colon,YLR260W,0.6846,0.3552,5
colon,YLR261C,0.0656,0.1579,5
colon,YLR262C,0.3066,0.1868,5
colon,YLR263W,-0.0618,0.1277,5
colon,YLR264W,-0.2172,0.4919,5
colon,YLR265C,-0.067,0.2637,5
colon,YLR266C,0.4694,0.2378,5
colon,YLR267W,0.9448,0.9845,5
colon,YLR268W,0.1562,0.167,5
colon,YLR269C,0.2256,0.3503,5
colon,YLR270W,1.609,1.2987,5
colon,YLR271W,0.1978,0.5476,5
colon,YLR272C,-0.2294,0.3319,5
colon,YLR273C,0.266,0.2492,5
colon,YLR274W,-0.11,0.2664,5
colon,YLR275W,-0.131,0.1957,5
colon,YLR276C,-1.0492,1.1566,5
colon,YLR277C,-0.0053,0.1,5
colon,YLR278C,-0.2278,0.2309,5
colon,YLR279W,-0.2953,0.5177,5
colon,YLR280C,-0.0143,0.1614,5
colon,YLR281C,-0.1564,0.156,5
colon,YLR282C,0.086,0.1,5
colon,YLR283W,0.2926,0.1623,5
colon,YLR284C,0.5812,0.6769,5
colon,YLR285W,-0.2378,0.2379,5
colon,YLR286C,-0.0432,0.2768,5
colon,YLR287C,-0.333,0.558,5
colon,YLR287C-A,-0.1034,0.3283,5
colon,YLR288C,0.2936,0.138,5
colon,YLR289W,0.2316,0.2953,5
colon,YLR290C,0.3468,0.411,5
colon,YLR291C,-0.2052,0.2615,5
colon,YLR292C,0.1026,0.219,5
colon,YLR293C,-0.0796,0.4185,5
colon,YLR294C,-0.268,0.2838,5
colon,YLR295C,-0.1464,0.2536,5
colon,YLR296W,-0.0484,0.1747,5
colon,YLR297W,-0.2352,0.3682,5
colon,YLR298C,-0.0504,0.1063,5
colon,YLR299W,0.1328,0.1911,5
colon,YLR300W,0.0172,1.0507,5
colon,YLR301W,-0.0088,0.1964,5
colon,YLR302C,-0.1078,0.3793,5
colon,YLR303W,-0.3242,1.0334,5
colon,YLR304C,0.0566,0.4978,5
colon,YLR305C,-0.1561,0.2081,5
colon,YLR306W,-0.157,0.1,5
colon,YLR307W,-0.0583,0.1,5
colon,YLR308W,-0.136,0.1643,5
colon,YLR309C,-0.0268,0.3558,5
colon,YLR310C,0.1988,0.6552,5
colon,YLR311C,0.3022,0.273,5
colon,YLR312C,1.0014,0.6692,5
colon,YLR312W-A,-0.1525,0.1768,5
colon,YLR313C,-0.0144,0.2513,5
colon,YLR314C,-0.2006,0.2109,5
colon,YLR315W,-0.2087,0.1,5
colon,YLR316C,-0.1016,0.1547,5
colon,YLR317W,-0.078,0.239,5
colon,YLR318W,-0.1121,0.1198,5
colon,YLR319C,-0.1496,0.1857,5
colon,YLR320W,-0.154,0.2055,5
colon,YLR321C,-0.2036,0.1411,5
colon,YLR322W,-0.2242,0.2157,5
colon,YLR323C,0.0018,0.248,5
colon,YLR324W,-0.0792,0.1204,5
colon,YLR325C,-0.2802,0.5492,5
colon,YLR326W,0.067,0.1397,5
colon,YLR327C,0.329,0.4571,5
colon,YLR328W,0.1078,0.102,5
colon,YLR329W,0.09,0.2609,5
colon,YLR330W,0.0008,0.2778,5
colon,YLR331C,0.0562,0.1611,5
colon,YLR332W,0.3262,0.2155,5
colon,YLR333C,-0.1506,0.402,5
colon,YLR334C,0.179,0.1,5
colon,YLR335W,-0.4398,0.5982,5
colon,YLR336C,-0.2954,0.5169,5
colon,YLR337W,0.014,0.2175,5
colon,YLR338W,0.2514,0.1035,5
colon,YLR339C,-0.4054,0.4701,5
colon,YLR340W,-0.2872,0.5924,5
colon,YLR341W,0.0096,0.2797,5
colon,YLR342W,-0.1036,0.344,5
colon,YLR343W,0.5352,0.5968,5
colon,YLR344W,-0.2428,0.5125,5
colon,YLR345W,0.3186,0.6284,5
colon,YLR346C,0.1996,0.3128,5
colon,YLR347C,0.1526,0.1466,5
colon,YLR348C,0.0002,0.1141,5
colon,YLR349W,-0.0806,0.1419,5
colon,YLR350W,0.137,0.4787,5
colon,YLR351C,-0.2952,0.5222,5
colon,YLR352W,0.5508,0.3989,5
colon,YLR353W,-0.1458,0.2464,5
colon,YLR354C,0.1508,0.1833,5
colon,YLR355C,-0.207,0.1367,5
colon,YLR356W,0.4108,0.2746,5
colon,YLR357W,-0.1935,0.1,5
colon,YLR358C,-0.0884,0.2337,5
colon,YLR359W,0.028,0.7527,5
colon,YLR360W,0.1414,0.2069,5
colon,YLR361C,-0.0174,0.1652,5
colon,YLR362W,0.5268,0.3364,5
colon,YLR363C,0.3968,0.3832,5
colon,YLR364W,0.0336,0.2365,5
colon,YLR365W,-0.0494,0.1,5
colon,YLR366W,0.0812,0.2177,5
colon,YLR367W,-0.3724,0.6729,5
colon,YLR368W,0.2886,0.3237,5
colon,YLR369W,0.0452,0.3343,5
colon,YLR370C,0.325,0.4342,5
colon,YLR371W,0.107,0.2603,5
colon,YLR372W,-0.8914,0.892,5
colon,YLR373C,0.0167,0.1,5
colon,YLR374C,-0.0068,0.1787,5
colon,YLR375W,-0.0166,0.3217,5
colon,YLR376C,0.3198,0.3027,5
colon,YLR377C,-0.0721,0.3119,5
colon,YLR378C,-0.101,0.3834,5
colon,YLR379W,-0.232,0.292,5
colon,YLR380W,0.0776,0.2154,5
colon,YLR381W,0.0427,0.1,5
colon,YLR382C,0.0396,0.238,5
colon,YLR383W,-0.2146,0.3099,5
colon,YLR384C,-0.1684,0.1526,5
colon,YLR385C,-0.1078,0.1398,5
colon,YLR386W,0.1958,0.1,5
colon,YLR387C,0.1348,0.4362,5
colon,YLR388W,-0.2344,0.4889,5
colon,YLR389C,0.1944,0.2706,5
colon,YLR390W,0.0042,0.1675,5
colon,YLR390W-A,-0.1828,0.3159,5
colon,YLR391W,-0.0702,0.2338,5
colon,YLR392C,0.3438,0.486,5
colon,YLR393W,0.1002,0.1546,5
colon,YLR394W,0.02,0.1562,5
colon,YLR395C,-0.0378,0.1298,5
colon,YLR396C,0.2004,0.3177,5
colon,YLR397C,-0.352,0.3186,5
colon,YLR398C,-0.1382,0.1491,5
colon,YLR399C,-0.2697,0.2571,5
colon,YLR400W,-0.35,0.3469,5
colon,YLR401C,-0.3288,0.5668,5
colon,YLR402W,-0.0006,0.1965,5
colon,YLR403W,0.1616,0.2317,5
colon,YLR404W,0.1644,0.1906,5
colon,YLR405W,-0.2488,0.4801,5
colon,YLR406C,-0.2938,0.353,5
colon,YLR407W,-0.0262,0.1264,5
colon,YLR408C,0.2534,0.3072,5
colon,YLR409C,-0.4376,0.6487,5
colon,YLR410W,0.0004,0.1504,5
colon,YLR411W,0.0228,0.1394,5
colon,YLR412W,-0.0864,0.131,5
colon,YLR413W,-0.8868,0.7752,5
