zone,systematic_id,log2_ratio,sd_log2,n_samples
ileum,YMR096W,0.3492,0.5969,6
ileum,YMR097C,0.4043,0.8756,6
ileum,YMR098C,0.055,0.9293,6
ileum,YMR099C,-0.1522,1.0204,6
ileum,YMR100W,-0.138,1.3332,6
ileum,YMR101C,-0.2656,0.7023,6
ileum,YMR102C,0.3283,0.3883,6
ileum,YMR103C,1.7374,2.2671,6
ileum,YMR104C,0.1757,0.6833,6
ileum,YMR105C,2.0992,2.1958,6
ileum,YMR106C,0.4225,0.325,6
ileum,YMR107W,0.7242,0.6382,6
ileum,YMR108W,-0.2573,0.3386,6
ileum,YMR109W,0.0702,0.2346,6
ileum,YMR110C,1.1132,1.0311,6
ileum,YMR111C,0.6987,0.4818,6
ileum,YMR112C,0.0533,0.2763,6
ileum,YMR113W,0.3724,0.3705,6
ileum,YMR114C,0.5567,0.3595,6
ileum,YMR115W,0.1205,1.1863,6
ileum,YMR116C,-0.6988,0.4107,6
ileum,YMR117C,-0.1762,0.1933,6
ileum,YMR118C,0.4484,0.8419,6
ileum,YMR119W,-0.026,1.8818,6
ileum,YMR119W-A,0.6156,0.575,6
ileum,YMR120C,-0.4805,1.6676,6
ileum,YMR121C,-0.4346,0.4392,6
ileum,YMR122C,0.5278,0.7818,6
ileum,YMR123W,-0.4546,0.4892,6
ileum,YMR124W,0.329,0.3221,6
ileum,YMR125W,0.0928,0.3166,6
ileum,YMR126C,0.058,0.1495,6
ileum,YMR127C,-0.3574,0.356,6
ileum,YMR128W,-1.1533,1.0725,6
ileum,YMR129W,-0.0768,0.3663,6
ileum,YMR130W,0.2756,0.3688,6
ileum,YMR131C,-1.0638,0.8453,6
ileum,YMR132C,-0.1456,0.4554,6
ileum,YMR133W,0.5746,0.4375,6
ileum,YMR134W,0.0774,0.2607,6
ileum,YMR135C,0.0504,0.3869,6
ileum,YMR135W-A,0.391,0.25,6
ileum,YMR136W,0.167,0.4495,6
ileum,YMR137C,0.369,0.3576,6
ileum,YMR138W,-0.5222,0.7255,6
ileum,YMR139W,0.8352,0.3706,6
ileum,YMR140W,0.513,0.1845,6
ileum,YMR141C,1.0058,0.5249,6
ileum,YMR142C,-0.5458,0.668,6
ileum,YMR143W,0.653,1.136,6
ileum,YMR144W,0.1922,0.4747,6
ileum,YMR145C,0.455,0.2957,6
ileum,YMR146C,-0.3124,0.3985,6
ileum,YMR147W,-0.1624,0.481,6
ileum,YMR148W,0.135,0.2409,6
ileum,YMR149W,-0.1142,0.3071,6
ileum,YMR150C,-0.0428,0.1772,6
ileum,YMR151W,0.1812,0.2157,6
ileum,YMR152W,0.6164,0.4872,6
ileum,YMR153C-A,-0.0268,0.3705,6
ileum,YMR153W,-0.1252,0.2268,6
ileum,YMR154C,0.0066,0.1959,6
ileum,YMR155W,0.443,0.5087,6
ileum,YMR156C,0.2306,0.3623,6
ileum,YMR157C,0.5864,0.3294,6
ileum,YMR158W,0.7314,0.6197,6
ileum,YMR158W-A,0.3574,0.3618,6
ileum,YMR159C,0.6342,0.6554,6
ileum,YMR160W,0.3624,0.3292,6
ileum,YMR161W,0.0255,0.9304,6
ileum,YMR162C,1.0789,0.9287,6
ileum,YMR163C,0.0402,0.2741,6
ileum,YMR164C,0.0817,0.1994,6
ileum,YMR165C,0.1678,0.1476,6
ileum,YMR166C,0.059,0.5147,6
ileum,YMR167W,-0.021,0.2388,6
ileum,YMR168C,0.1836,0.3853,6
ileum,YMR169C,0.7041,0.5846,6
ileum,YMR170C,1.0896,1.0702,6
ileum,YMR171C,-0.0848,0.1399,6
ileum,YMR172C-A,-0.0318,0.4554,6
ileum,YMR172W,-0.0976,0.4978,6
ileum,YMR173W,2.2438,2.8019,6
ileum,YMR173W-A,3.5774,0.8596,6
ileum,YMR174C,1.2576,0.4316,6
ileum,YMR175W,1.2371,1.267,6
ileum,YMR176W,1.1138,1.4148,6
ileum,YMR177W,0.451,0.8278,6
ileum,YMR178W,0.632,0.2003,6
ileum,YMR179W,0.0453,1.009,6
ileum,YMR180C,0.0513,1.0299,6
ileum,YMR181C,1.0252,1.5229,6
ileum,YMR182C,-0.2688,0.4128,6
ileum,YMR183C,0.0532,0.4658,6
ileum,YMR184W,0.6065,0.223,6
ileum,YMR185W,-0.3875,0.9049,6
ileum,YMR186W,0.2518,0.9723,6
ileum,YMR187C,-0.4472,1.3059,6
ileum,YMR188C,0.7175,1.0732,6
ileum,YMR189W,0.6643,0.686,6
ileum,YMR190C,0.9093,1.6564,6
ileum,YMR191W,0.2935,1.435,6
ileum,YMR192W,0.8912,0.5008,6
ileum,YMR193C-A,-0.2768,0.5212,6
ileum,YMR193W,0.116,1.7191,6
ileum,YMR194W,-0.8086,0.5129,6
ileum,YMR195W,1.2225,0.6159,6
ileum,YMR196W,1.1417,0.7049,6
ileum,YMR197C,0.5807,1.001,6
ileum,YMR198W,-0.3919,0.6155,6
ileum,YMR199W,-0.4083,0.3415,6
ileum,YMR200W,-0.1632,1.3991,6
ileum,YMR201C,0.2144,0.1949,6
ileum,YMR202W,-0.7792,1.6445,6
ileum,YMR203W,-0.3377,1.7503,6
ileum,YMR204C,0.3807,0.3085,6
ileum,YMR205C,-0.5837,1.5616,6
ileum,YMR206W,0.2103,0.676,6
ileum,YMR207C,0.2188,0.4379,6
ileum,YMR208W,-0.2222,1.0645,6
ileum,YMR209C,-0.6613,0.8579,6
ileum,YMR210W,-0.2948,1.2639,6
ileum,YMR211W,-0.9312,1.3213,6
ileum,YMR212C,-0.2318,1.0701,6
ileum,YMR213W,-0.0063,0.5198,6
ileum,YMR214W,0.1668,0.2002,6
ileum,YMR215W,-0.9923,0.6641,6
ileum,YMR216C,-0.3107,0.269,6
ileum,YMR217W,-1.257,1.0398,6
ileum,YMR218C,0.0258,0.6642,6
ileum,YMR219W,0.4493,1.1647,6
ileum,YMR220W,-0.3985,1.7636,6
ileum,YMR221C,-0.1907,0.2628,6
ileum,YMR222C,-0.42,0.4646,6
ileum,YMR223W,-0.0593,0.1363,6
ileum,YMR224C,-0.2303,1.1254,6
ileum,YMR225C,0.7086,0.4961,6
ileum,YMR226C,0.4946,0.2431,6
ileum,YMR227C,-0.2722,0.4417,6
ileum,YMR228W,-0.4068,1.3084,6
ileum,YMR229C,-1.0279,0.7955,6
ileum,YMR230W,-0.7922,0.5211,6
ileum,YMR231W,0.4186,0.3119,6
ileum,YMR232W,0.2886,0.387,6
ileum,YMR233W,0.0056,0.2406,6
ileum,YMR234W,-0.2584,0.2707,6
ileum,YMR235C,-0.3714,0.309,6
ileum,YMR236W,0.1088,1.0066,6
ileum,YMR237W,0.2808,0.2666,6
ileum,YMR238W,0.2096,0.442,6
ileum,YMR239C,-1.1882,0.8496,6
ileum,YMR240C,-0.2074,0.5163,6
ileum,YMR241W,-0.6766,0.6067,6
ileum,YMR242C,-0.5846,0.4807,6
ileum,YMR243C,-0.5704,0.4068,6
ileum,YMR244C-A,0.2202,0.3572,6
ileum,YMR244W,0.331,0.4434,6
ileum,YMR245W,0.282,0.4459,6
ileum,YMR246W,-0.2964,0.5192,6
ileum,YMR247C,0.0209,0.2321,6
ileum,YMR250W,3.1626,1.1237,6
ileum,YMR251W,1.0446,0.3538,6
ileum,YMR251W-A,1.5604,0.5494,6
ileum,YMR252C,0.3864,0.3871,6
ileum,YMR253C,0.936,0.4739,6
ileum,YMR254C,0.595,0.2644,6
ileum,YMR255W,0.319,0.4678,6
ileum,YMR256C,0.3018,0.2017,6
ileum,YMR257C,0.4607,0.2856,6
ileum,YMR258C,0.9206,0.7195,6
ileum,YMR259C,-0.6228,0.4957,6
ileum,YMR260C,-0.7618,0.2859,6
ileum,YMR261C,0.0583,0.2271,6
ileum,YMR262W,-0.4296,0.5355,6
ileum,YMR263W,-0.3492,0.2331,6
ileum,YMR264W,-0.3046,0.2761,6
ileum,YMR265C,-0.3206,0.3027,6
ileum,YMR266W,-0.2018,0.3475,6
ileum,YMR267W,0.3064,0.7454,6
ileum,YMR268C,-0.2035,0.1714,6
ileum,YMR269W,-1.023,0.5297,6
ileum,YMR270C,-0.5544,0.2048,6
ileum,YMR271C,0.325,0.66,6
ileum,YMR272C,-0.3796,0.4495,6
ileum,YMR273C,0.4892,0.1689,6
ileum,YMR274C,-0.2968,0.4077,6
ileum,YMR275C,0.704,0.4464,6
ileum,YMR276W,0.1474,1.068,6
ileum,YMR277W,-0.765,0.3841,6
ileum,YMR278W,0.2674,0.5336,6
ileum,YMR279C,-0.1412,0.5311,6
ileum,YMR280C,-0.9863,2.1201,6
ileum,YMR281W,0.4074,0.2683,6
ileum,YMR282C,-0.237,2.3244,6
ileum,YMR283C,-0.064,0.2555,6
ileum,YMR284W,-0.4379,2.7106,6
ileum,YMR285C,-0.7163,2.1881,6
ileum,YMR286W,0.2782,0.1821,6
ileum,YMR287C,-0.1302,2.1851,6
ileum,YMR288W,0.1865,0.3164,6
ileum,YMR289W,-0.4582,3.1892,6
ileum,YMR290C,-1.558,1.7692,6
ileum,YMR290W-A,0.0306,0.546,6
ileum,YMR291W,-0.4093,3.1394,6
ileum,YMR292W,-0.2652,0.3838,6
ileum,YMR293C,0.0933,0.7962,6
ileum,YMR294W,-1.0805,1.7816,6
ileum,YMR294W-A,-0.5522,0.3932,6
ileum,YMR295C,-0.219,0.1858,6
ileum,YMR296C,-0.1464,0.2313,6
ileum,YMR297W,1.0534,0.4361,6
ileum,YMR298W,0.4154,0.3085,6
ileum,YMR299C,0.19,0.6559,6
ileum,YMR300C,0.1582,0.441,6
ileum,YMR301C,-0.2213,0.6343,6
ileum,YMR302C,1.0412,0.2751,6
ileum,YMR303C,-0.4567,0.4177,6
ileum,YMR304C-A,-0.686,0.3614,6
ileum,YMR304W,1.2918,0.3592,6
ileum,YMR305C,-1.085,1.566,6
ileum,YMR306C-A,0.164,0.3115,6
ileum,YMR306W,-0.2784,0.9355,6
ileum,YMR307W,-0.6713,1.3921,6
ileum,YMR308C,-0.8348,1.534,6
ileum,YMR309C,-0.583,0.2843,6
ileum,YMR310C,-1.632,1.4697,6
ileum,YMR311C,0.5217,0.3862,6
ileum,YMR312W,-1.0259,1.4449,6
ileum,YMR313C,0.7165,0.8483,6
ileum,YMR314W,0.0643,0.9845,6
ileum,YMR315W,2.3313,1.1813,6
ileum,YMR316C-A,0.0414,0.316,6
ileum,YMR316C-B,0.2326,0.1994,6
ileum,YMR316W,-0.6922,1.9481,6
ileum,YMR317W,0.381,0.9268,6
ileum,YMR318C,1.2106,0.656,6
ileum,YMR319C,0.391,1.2022,6
ileum,YMR320W,-0.4682,1.0285,6
ileum,YMR321C,-0.0513,0.5677,6
ileum,YMR322C,-0.496,0.2512,6
ileum,YMR323W,0.7465,1.6862,6
ileum,YMR324C,0.1905,0.6542,6
ileum,YMR325C,0.5434,0.2042,6
ileum,YMR325W,0.1612,0.2442,6
ileum,YMR326C,0.1727,0.5986,6
ileum,YNL001W,-0.0164,0.1778,6
ileum,YNL002C,-1.342,0.8658,6
ileum,YNL003C,0.1054,0.1603,6
ileum,YNL004W,-0.247,0.7496,6
ileum,YNL005C,0.515,0.3205,6
ileum,YNL006W,0.1408,0.5271,6
ileum,YNL007C,0.7094,0.689,6
ileum,YNL008C,0.2091,0.2227,6
ileum,YNL009W,0.5526,0.1082,6
ileum,YNL010W,-0.659,0.3206,6
ileum,YNL011C,0.8488,0.4981,6
ileum,YNL012W,0.6898,0.3225,6
ileum,YNL013C,-0.0986,0.461,6
ileum,YNL014W,0.1698,0.5271,6
ileum,YNL015W,1.5388,0.6825,6
ileum,YNL016W,0.0043,0.2612,6
ileum,YNL017C,-0.822,1.2408,6
ileum,YNL018C,-0.686,0.7449,6
ileum,YNL019C,-0.0538,0.1592,6
ileum,YNL020C,-0.0737,0.2332,6
ileum,YNL021W,-0.2278,0.3278,6
ileum,YNL022C,-0.9846,0.8104,6
ileum,YNL023C,-0.2528,0.3803,6
ileum,YNL024C,-0.519,0.6413,6
ileum,YNL025C,0.478,0.4409,6
ileum,YNL026W,0.3332,0.384,6
ileum,YNL027W,0.1406,0.225,6
ileum,YNL028W,-0.5036,0.7684,6
ileum,YNL029C,-0.6272,0.7226,6
ileum,YNL030W,-1.0024,0.361,6
ileum,YNL031C,-0.9036,0.641,6
ileum,YNL032W,-0.5816,0.3331,6
ileum,YNL033W,-0.2406,0.3219,6
ileum,YNL034W,-0.5557,0.2768,6
ileum,YNL035C,-0.2492,0.4188,6
ileum,YNL036W,1.2804,0.2168,6
ileum,YNL037C,0.2022,0.3175,6
ileum,YNL038W,-0.3122,0.2742,6
ileum,YNL039W,0.0042,0.2743,6
ileum,YNL040W,-0.2228,0.4515,6
ileum,YNL041C,0.2744,0.2863,6
ileum,YNL042W,0.0778,0.2777,6
ileum,YNL043C,-0.2524,0.3889,6
ileum,YNL044W,-0.3478,0.2629,6
ileum,YNL045W,0.568,0.4529,6
ileum,YNL046W,-0.4808,0.2349,6
ileum,YNL047C,-0.3288,0.2278,6
ileum,YNL048W,0.2238,0.3167,6
ileum,YNL049C,0.099,0.1817,6
ileum,YNL050C,-0.4609,0.6641,6
ileum,YNL051W,0.5758,0.4913,6
ileum,YNL052W,-0.5675,0.5726,6
ileum,YNL053W,-1.4645,3.5899,6
ileum,YNL054W,-0.7288,2.0065,6
ileum,YNL055C,1.0782,0.1191,6
ileum,YNL056W,-0.777,2.1215,6
ileum,YNL057W,0.1228,0.3177,6
ileum,YNL058C,-0.3298,0.7923,6
ileum,YNL059C,0.284,0.3303,6
ileum,YNL060C,-1.1627,0.8606,6
ileum,YNL061W,-0.588,1.5368,6
ileum,YNL062C,-0.798,0.7983,6
ileum,YNL063W,-1.7275,3.2336,6
ileum,YNL064C,-0.2248,0.2161,6
ileum,YNL065W,-0.566,1.023,6
ileum,YNL066W,-0.5712,0.2754,6
ileum,YNL067W,-0.11,0.3214,6
ileum,YNL068C,-0.1096,0.3849,6
ileum,YNL069C,-0.405,0.4315,6
ileum,YNL070W,0.7075,0.3098,6
ileum,YNL071W,0.4875,0.232,6
ileum,YNL072W,1.0707,2.2564,6
ileum,YNL073W,0.4898,0.1846,6
ileum,YNL074C,0.1032,1.3475,6
ileum,YNL075W,-0.3358,0.2799,6
ileum,YNL076W,-0.4082,1.7478,6
ileum,YNL077W,-0.3537,0.5102,6
ileum,YNL078W,-0.1833,0.916,6
ileum,YNL079C,-0.7327,2.2153,6
ileum,YNL080C,-0.1213,0.2581,6
ileum,YNL081C,-0.2732,2.0289,6
ileum,YNL082W,0.7055,0.3977,6
ileum,YNL083W,-0.3487,1.9296,6
ileum,YNL084C,0.4412,0.5486,6
ileum,YNL085W,-0.743,2.2104,6
ileum,YNL086W,0.4825,0.8329,6
ileum,YNL087W,-0.9857,2.3061,6
ileum,YNL088W,0.3908,0.7838,6
ileum,YNL089C,-0.2024,0.3631,6
ileum,YNL090W,-0.5577,0.5411,6
ileum,YNL091W,-0.0658,0.1761,6
ileum,YNL092W,0.6787,0.9428,6
ileum,YNL093W,0.7682,1.1375,6
ileum,YNL094W,0.1018,0.8729,6
ileum,YNL095C,-0.3834,0.4838,6
ileum,YNL096C,-1.0525,1.051,6
ileum,YNL097C,-0.07,0.637,6
ileum,YNL098C,-0.0677,0.4332,6
ileum,YNL099C,-0.1176,0.2375,6
ileum,YNL100W,0.2263,0.693,6
ileum,YNL101W,0.3102,0.3231,6
ileum,YNL102W,-0.248,0.2292,6
ileum,YNL103W,0.3032,0.2573,6
ileum,YNL104C,0.9068,0.6006,6
ileum,YNL105W,0.2202,0.4149,6
ileum,YNL106C,0.023,0.1517,6
ileum,YNL107W,-0.0842,0.5456,6
ileum,YNL108C,-0.7254,1.1417,6
ileum,YNL109W,-0.2734,0.5716,6
ileum,YNL110C,-1.3054,0.9266,6
ileum,YNL111C,-0.4308,0.7165,6
ileum,YNL112W,-0.815,0.5858,6
ileum,YNL113W,-1.2438,1.2499,6
ileum,YNL114C,-0.9492,0.865,6
ileum,YNL115C,0.7052,0.2458,6
ileum,YNL116W,-0.0868,0.6451,6
ileum,YNL117W,-0.3126,0.6076,6
ileum,YNL118C,0.2398,0.1724,6
ileum,YNL119W,-0.6728,0.4823,6
ileum,YNL120C,-0.8282,0.8715,6
ileum,YNL121C,0.4527,0.2779,6
ileum,YNL122C,0.7314,0.4077,6
ileum,YNL123W,-0.0652,0.5106,6
ileum,YNL124W,-0.5004,0.6596,6
ileum,YNL125C,-0.0294,0.4022,6
ileum,YNL126W,-0.5618,0.2588,6
ileum,YNL127W,0.5222,0.2855,6
ileum,YNL128W,-0.064,0.2822,6
ileum,YNL129W,0.275,0.3682,6
ileum,YNL130C,0.298,0.3999,6
ileum,YNL131W,0.5722,0.2256,6
ileum,YNL132W,-0.9712,0.7537,6
ileum,YNL133C,0.2878,0.2256,6
ileum,YNL134C,3.0248,0.6576,6
ileum,YNL135C,-0.2094,0.4751,6
ileum,YNL136W,-0.035,0.2537,6
ileum,YNL137C,0.3804,0.4119,6
ileum,YNL138W,0.6172,0.3924,6
ileum,YNL139C,-0.0386,0.3534,6
ileum,YNL140C,-0.1646,0.2475,6
ileum,YNL141W,-1.8512,1.9945,6
ileum,YNL142W,-0.4374,0.7491,6
ileum,YNL143C,-1.7056,2.0599,6
ileum,YNL144C,-0.213,0.4321,6
ileum,YNL145W,-0.3056,0.1902,6
ileum,YNL146W,0.7862,0.3834,6
ileum,YNL147W,0.4014,0.367,6
ileum,YNL148C,-0.2286,0.3513,6
ileum,YNL149C,0.2408,0.3256,6
ileum,YNL150W,-0.2623,1.2295,6
ileum,YNL151C,-1.3827,3.3997,6
ileum,YNL152W,-0.1028,0.2368,6
ileum,YNL153C,-1.4195,3.0803,6
ileum,YNL154C,0.5125,0.2939,6
ileum,YNL155W,-0.0917,2.7061,6
ileum,YNL156C,0.7743,0.9189,6
ileum,YNL157W,-0.5118,2.5083,6
ileum,YNL158W,-0.4297,2.2224,6
ileum,YNL159C,-0.69,3.4168,6
ileum,YNL160W,1.9077,2.3439,6
ileum,YNL161W,0.1504,0.2615,6
ileum,YNL162W,-0.3158,0.2847,6
ileum,YNL163C,-0.275,0.4909,6
ileum,YNL164C,-0.0342,0.4236,6
ileum,YNL165W,0.2384,0.2071,6
ileum,YNL166C,0.3298,0.8349,6
ileum,YNL167C,0.5304,0.1936,6
ileum,YNL168C,0.6427,0.4721,6
ileum,YNL169C,0.3182,0.2427,6
ileum,YNL170W,0.9813,1.3398,6
ileum,YNL171C,0.549,0.3727,6
ileum,YNL172W,1.2055,1.9685,6
ileum,YNL173C,0.0842,1.5406,6
ileum,YNL174W,-1.3298,0.9218,6
ileum,YNL175C,-1.9595,1.9337,6
ileum,YNL176C,0.5843,0.5447,6
ileum,YNL177C,-0.4543,2.4889,6
ileum,YNL178W,-1.2912,0.7353,6
ileum,YNL179C,-0.2618,1.6276,6
ileum,YNL180C,0.1303,0.4859,6
ileum,YNL181W,-0.3507,2.3168,6
ileum,YNL182C,-0.9023,1.0907,6
ileum,YNL183C,0.2525,2.1616,6
ileum,YNL184C,0.8362,2.0464,6
ileum,YNL185C,0.191,0.5259,6
ileum,YNL186W,-0.7872,0.7577,6
ileum,YNL187W,-0.0252,0.1302,6
ileum,YNL188W,-0.7915,0.6024,6
ileum,YNL189W,-0.035,0.2789,6
ileum,YNL190W,-0.6033,1.1033,6
ileum,YNL191W,-0.4238,0.366,6
ileum,YNL192W,0.0925,0.9738,6
ileum,YNL193W,0.6042,0.2443,6
ileum,YNL194C,0.4538,1.1979,6
ileum,YNL195C,1.4322,1.7999,6
ileum,YNL196C,0.7493,0.8933,6
ileum,YNL197C,-0.37,0.5352,6
ileum,YNL198C,-1.0568,1.057,6
ileum,YNL199C,-0.3788,0.5666,6
ileum,YNL200C,0.3438,0.8316,6
ileum,YNL201C,0.3352,0.3322,6
ileum,YNL202W,-0.3248,0.8266,6
ileum,YNL203C,0.853,0.3437,6
ileum,YNL204C,-0.402,0.1,6
ileum,YNL205C,-0.209,0.635,6
ileum,YNL206C,-0.3048,0.4398,6
ileum,YNL207W,0.2176,0.2524,6
ileum,YNL208W,1.769,0.5651,6
ileum,YNL209W,-0.7046,0.5099,6
ileum,YNL210W,0.2348,0.114,6
ileum,YNL211C,0.1896,0.2151,6
ileum,YNL212W,0.8814,0.4314,6
ileum,YNL213C,0.3826,0.3458,6
ileum,YNL214W,0.6906,0.363,6
ileum,YNL215W,-0.017,0.3227,6
ileum,YNL216W,-0.3688,0.5347,6
ileum,YNL217W,-0.6918,0.4011,6
ileum,YNL218W,-0.3028,0.973,6
ileum,YNL219C,-0.1186,0.2483,6
ileum,YNL220W,0.054,0.5162,6
ileum,YNL221C,-0.2045,0.6693,6
ileum,YNL222W,0.3666,0.2354,6
ileum,YNL223W,0.165,0.3608,6
ileum,YNL224C,-0.0094,0.2335,6
ileum,YNL225C,0.3772,0.3196,6
ileum,YNL226W,-0.462,0.339,6
ileum,YNL227C,-0.6478,0.5803,6
ileum,YNL228W,-0.771,0.3386,6
ileum,YNL229C,0.0494,0.2452,6
ileum,YNL230C,0.0152,0.1907,6
ileum,YNL231C,0.3655,0.9449,6
ileum,YNL232W,-0.2759,0.291,6
ileum,YNL233W,-0.1566,0.2238,6
ileum,YNL234W,0.385,0.6006,6
ileum,YNL235C,0.3748,0.4717,6
ileum,YNL236W,0.1776,0.2217,6
ileum,YNL237W,0.9985,0.9323,6
ileum,YNL238W,0.0074,0.2911,6
ileum,YNL239W,0.9996,0.5143,6
ileum,YNL240C,0.0606,0.2896,6
ileum,YNL241C,1.9198,0.9697,6
ileum,YNL242W,0.5774,0.6263,6
ileum,YNL243W,0.3648,0.3298,6
ileum,YNL244C,-0.395,0.3089,6
ileum,YNL245C,-0.5547,1.7374,6
ileum,YNL246W,0.1667,0.2672,6
ileum,YNL247W,-1.1267,2.8966,6
ileum,YNL248C,-1.0728,1.1597,6
ileum,YNL249C,0.5376,0.6978,6
ileum,YNL250W,0.5173,0.9046,6
ileum,YNL251C,-1.1917,3.1966,6
ileum,YNL252C,0.514,0.7924,6
ileum,YNL253W,0.2687,1.4186,6
ileum,YNL254C,-0.223,0.3851,6
ileum,YNL255C,-1.5828,2.2709,6
ileum,YNL256W,-0.9613,1.284,6
ileum,YNL257C,-0.4138,2.5187,6
ileum,YNL258C,0.4492,0.2921,6
ileum,YNL259C,-0.465,3.6333,6
ileum,YNL260C,1.593,1.2657,6
ileum,YNL261W,1.01,0.6679,6
ileum,YNL262W,1.1219,1.8288,6
ileum,YNL263C,0.2698,0.1641,6
ileum,YNL264C,-0.2063,1.3294,6
ileum,YNL265C,0.2012,1.8492,6
ileum,YNL266W,0.4943,1.2405,6
ileum,YNL267W,0.2242,0.259,6
ileum,YNL268W,-0.1285,1.1509,6
ileum,YNL269W,0.21,0.7426,6
ileum,YNL270C,0.7545,1.895,6
ileum,YNL271C,-0.2302,1.2972,6
ileum,YNL272C,0.0272,0.1996,6
ileum,YNL273W,-0.163,1.7443,6
ileum,YNL274C,2.0693,0.8435,6
ileum,YNL275W,-0.014,1.479,6
ileum,YNL276C,0.6848,1.0968,6
ileum,YNL277W,-0.5485,0.9647,6
ileum,YNL278W,0.3533,0.9868,6
ileum,YNL279W,-0.7552,1.2564,6
ileum,YNL280C,-0.229,0.5809,6
ileum,YNL281W,-0.3608,0.2082,6
ileum,YNL282W,-0.5912,0.3872,6
ileum,YNL283C,-0.2234,0.3533,6
ileum,YNL284C,0.2757,0.4924,6
ileum,YNL285W,0.6974,0.4145,6
ileum,YNL286W,0.1332,0.269,6
ileum,YNL287W,0.4458,0.3092,6
ileum,YNL288W,-0.2022,0.5577,6
ileum,YNL289W,0.3953,0.2822,6
ileum,YNL290W,-0.5607,0.1146,6
ileum,YNL291C,-0.233,0.3088,6
ileum,YNL292W,-0.7988,0.4382,6
ileum,YNL293W,0.5344,0.447,6
ileum,YNL294C,0.1918,0.1589,6
ileum,YNL295W,0.4548,0.6358,6
ileum,YNL296W,-0.2278,0.5456,6
ileum,YNL297C,0.6636,0.2735,6
ileum,YNL298W,-0.1493,0.5527,6
ileum,YNL299W,-0.9356,0.8395,6
ileum,YNL300W,-0.4928,0.427,6
ileum,YNL301C,-0.784,0.6014,6
ileum,YNL302C,-0.5498,0.6586,6
ileum,YNL303W,-1.359,0.6229,6
ileum,YNL304W,-0.3312,0.4902,6
ileum,YNL305C,1.0852,0.467,6
ileum,YNL306W,0.4816,0.3543,6
ileum,YNL307C,0.0628,0.1983,6
ileum,YNL308C,-1.3064,1.0798,6
ileum,YNL309W,-0.2908,0.4677,6
ileum,YNL310C,-0.0308,0.3752,6
ileum,YNL311C,0.3888,0.3141,6
ileum,YNL312W,0.5486,0.5623,6
ileum,YNL313C,-0.5954,0.5259,6
ileum,YNL314W,-0.028,0.6808,6
ileum,YNL315C,0.507,0.2613,6
ileum,YNL316C,0.05,0.2376,6
ileum,YNL317W,-0.185,0.4784,6
ileum,YNL318C,-0.1452,0.3455,6
ileum,YNL319W,-0.0086,0.2071,6
ileum,YNL320W,0.2324,0.3418,6
ileum,YNL321W,-0.215,0.371,6
ileum,YNL322C,-0.2766,0.3478,6
ileum,YNL323W,-0.3218,0.4044,6
ileum,YNL324W,0.0344,0.2104,6
ileum,YNL325C,0.2222,0.4189,6
ileum,YNL326C,0.0364,0.5111,6
ileum,YNL327W,-0.97,0.4831,6
ileum,YNL328C,-0.2998,0.2003,6
ileum,YNL329C,0.0714,0.3336,6
ileum,YNL330C,-0.5238,0.4552,6
ileum,YNL331C,1.9256,0.5298,6
ileum,YNL332W,-0.072,0.8542,6
ileum,YNL333W,0.3104,0.5201,6
ileum,YNL334C,-0.0982,0.4718,6
ileum,YNL335W,-0.3544,0.707,6
ileum,YNL336W,0.41,0.3414,6
ileum,YNL337W,-0.1438,0.2121,6
ileum,YNL338W,-0.0873,0.2501,6
ileum,YNL339C,0.2533,0.6318,6
ileum,YNR001C,1.0066,0.6728,6
ileum,YNR002C,0.6718,0.3934,6
ileum,YNR003C,-0.3372,0.4819,6
ileum,YNR004W,0.475,0.2484,6
ileum,YNR005C,-0.2398,3.3027,6
ileum,YNR006W,0.7742,0.6765,6
ileum,YNR007C,0.2565,2.0907,6
ileum,YNR008W,0.3644,0.3607,6
ileum,YNR009W,-0.3047,0.8596,6
ileum,YNR010W,0.7716,0.4812,6
ileum,YNR011C,0.0592,0.2299,6
ileum,YNR012W,-0.5168,1.1973,6
ileum,YNR013C,0.3852,0.1403,6
ileum,YNR014W,-0.1852,1.3553,6
ileum,YNR015W,-0.7048,1.5102,6
ileum,YNR016C,-0.469,2.8346,6
ileum,YNR017W,-0.6708,1.1847,6
ileum,YNR018W,-0.688,1.2614,6
ileum,YNR019W,0.3978,0.3951,6
ileum,YNR020C,-0.079,1.2714,6
ileum,YNR021W,-0.0369,0.656,6
ileum,YNR022C,-0.6422,2.7456,6
ileum,YNR023W,0.2722,0.1563,6
ileum,YNR024W,-1.4345,2.1155,6
ileum,YNR025C,-0.2074,0.2574,6
ileum,YNR026C,-0.0744,0.2701,6
ileum,YNR027W,-0.4376,0.5713,6
ileum,YNR028W,-0.211,0.2619,6
ileum,YNR029C,-0.0162,0.6754,6
ileum,YNR030W,0.0178,0.5686,6
ileum,YNR031C,0.174,0.2166,6
ileum,YNR032W,0.2378,0.3707,6
ileum,YNR033W,0.6532,0.5752,6
ileum,YNR034W,0.4288,0.3247,6
ileum,YNR035C,0.2976,0.3138,6
ileum,YNR036C,0.1032,0.4152,6
ileum,YNR037C,0.7652,0.6265,6
ileum,YNR038W,-0.6696,0.5174,6
ileum,YNR039C,0.23,0.3448,6
ileum,YNR040W,0.1303,0.3825,6
ileum,YNR041C,-0.133,0.4346,6
ileum,YNR042W,0.4778,0.8132,6
ileum,YNR043W,-0.175,0.1618,6
